category,logo,color_svg,color_png,black_svg,black_png,white_svg,white_png,origin,source_raster,note,source_url
community,second-harvest,second-harvest.svg,second-harvest.png,second-harvest-black.svg,second-harvest-black.png,second-harvest-white.svg,second-harvest-white.png,traced,_raster-originals/community/second-harvest.png,,https://www.rbaconsulting.com/wp-content/uploads/2025/03/second-harvest.png
community,semper-fi-fund,semper-fi-fund.svg,semper-fi-fund.png,semper-fi-fund-black.svg,semper-fi-fund-black.png,semper-fi-fund-white.svg,semper-fi-fund-white.png,traced,_raster-originals/community/semper-fi-fund.png,,https://www.rbaconsulting.com/wp-content/uploads/2025/03/Semperfifund.png
community,trevor-project,trevor-project.svg,trevor-project.png,trevor-project-black.svg,trevor-project-black.png,trevor-project-white.svg,trevor-project-white.png,traced,_raster-originals/community/trevor-project.png,,https://www.rbaconsulting.com/wp-content/uploads/2025/03/trevor-project.png
community,vail-communities,vail-communities.svg,vail-communities.png,vail-communities-black.svg,vail-communities-black.png,vail-communities-white.svg,vail-communities-white.png,traced,_raster-originals/community/vail-communities.png,,https://www.rbaconsulting.com/wp-content/uploads/2025/03/Vail_Communities_logo.png
certifications/_announcement-graphics,,,,,,,,not vectorised,_raster-originals/certifications/_announcement-graphics/m365-twin-cities.png,"marketing announcement card, not a logo mark",https://www.rbaconsulting.com/wp-content/uploads/2025/09/m365tc.png
certifications/_announcement-graphics,,,,,,,,not vectorised,_raster-originals/certifications/_announcement-graphics/mn365.png,"marketing announcement card, not a logo mark",https://www.rbaconsulting.com/wp-content/uploads/2025/04/MN365.png
certifications/_announcement-graphics,,,,,,,,not vectorised,_raster-originals/certifications/_announcement-graphics/rba-umbraco-platinum-partner.png,"marketing announcement card, not a logo mark",https://www.rbaconsulting.com/wp-content/uploads/2026/02/rba-umbraco-platinum.png
certifications/_announcement-graphics,,,,,,,,not vectorised,_raster-originals/certifications/_announcement-graphics/sitecore-mvp-alt.png,"marketing announcement card, not a logo mark",https://www.rbaconsulting.com/wp-content/uploads/2025/03/Rob-Reilley-MVP.png
certifications/_announcement-graphics,,,,,,,,not vectorised,_raster-originals/certifications/_announcement-graphics/sitecore-mvp.png,"marketing announcement card, not a logo mark",https://www.rbaconsulting.com/wp-content/uploads/2026/02/Rob-Reilley-Sitecore-MVP.png
certifications/_announcement-graphics,,,,,,,,not vectorised,_raster-originals/certifications/_announcement-graphics/top-workplaces-2026.png,"marketing announcement card, not a logo mark",https://www.rbaconsulting.com/wp-content/uploads/2026/06/topworkplaces2026.png
certifications/_announcement-graphics,,,,,,,,not vectorised,_raster-originals/certifications/_announcement-graphics/umbraco-certified-master.png,"marketing announcement card, not a logo mark",https://www.rbaconsulting.com/wp-content/uploads/2025/03/Umbraco.png
